autarky,bat_power_in,bat_power_out,consumed_production,consumption,grid_power_in,grid_power_out,stateOfCharge,solarProduction,startDatetime
0.0006,0.0,0.0,0.1,0.06,0.0,0.06,0.0,0.0,2023-11-18 05:15:00
0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-11-18 05:30:00
0.0003,0.0,0.0,0.1,0.18,0.0,0.18,0.0,0.0,2023-11-18 05:45:00
0.0,0.0,0.0,0.1,0.37,0.0,0.37,0.0,0.0,2023-11-18 06:00:00
0.0001,0.0,0.0,0.1,0.39,0.0,0.39,0.0,0.0,2023-11-18 06:15:00
0.0,0.0,0.0,0.1,0.34,0.0,0.34,0.0,0.0,2023-11-18 06:30:00
0.0,0.5,0.0,0.1,0.48,0.0,1.01,0.0,0.0,2023-11-18 06:45:00
0.0001,0.0,0.0,0.1,0.42,0.0,0.42,0.0,0.0,2023-11-18 07:00:00
0.0,0.0,0.0,0.1,0.94,0.0,0.94,0.0,0.0,2023-11-18 07:15:00
0.0,0.0,0.0,0.1,0.45,0.0,0.45,0.0,0.0,2023-11-18 07:30:00
0.0,0.04,0.0,0.1,0.17,0.0,0.2,0.0,0.05,2023-11-18 07:45:00
0.0,0.09,0.0,0.1,0.08,0.0,0.14,0.0,0.09,2023-11-18 08:00:00
0.0,0.09,0.0,0.1,0.16,0.0,0.21,0.0,0.09,2023-11-18 08:15:00
0.0,0.11,0.0,0.1,0.29,0.0,0.33,0.0,0.11,2023-11-18 08:30:00
0.5498,0.04,0.18,0.1,0.37,0.0,0.17,-0.0016,0.11,2023-11-18 08:45:00
0.7169,0.0,0.12,0.1,0.26,0.0,0.07,0.0,0.1,2023-11-18 09:00:00
0.1274,0.0,0.0,0.1,0.35,0.0,0.3,0.0,0.08,2023-11-18 09:15:00
0.1413,0.0,0.0,0.1,0.37,0.0,0.32,0.0,0.08,2023-11-18 09:30:00
0.1883,0.0,0.0,0.1,0.24,0.0,0.2,0.0,0.08,2023-11-18 09:45:00
0.0572,0.0,0.0,0.1,0.36,0.0,0.34,0.0,0.05,2023-11-18 10:00:00
0.1155,0.0,0.0,0.1,0.37,0.0,0.32,0.0,0.07,2023-11-18 10:15:00
0.2839,0.0,0.0,0.1,0.24,0.0,0.17,0.0,0.1,2023-11-18 10:30:00
0.2549,0.0,0.0,0.1,0.36,0.0,0.27,0.0,0.12,2023-11-18 10:45:00
0.2628,0.0,0.0,0.1,0.34,0.0,0.25,0.0,0.12,2023-11-18 11:00:00
0.3246,0.0,0.0,0.1,0.25,0.0,0.17,0.0,0.12,2023-11-18 11:15:00
0.1977,0.0,0.0,0.1,0.31,0.0,0.25,0.0,0.09,2023-11-18 11:30:00
0.0691,0.0,0.0,0.1,0.29,0.0,0.27,0.0,0.05,2023-11-18 11:45:00
0.0349,0.0,0.0,0.1,0.34,0.0,0.33,0.0,0.04,2023-11-18 12:00:00
0.1306,0.0,0.0,0.1,0.41,0.0,0.36,0.0,0.09,2023-11-18 12:15:00
0.1885,0.0,0.0,0.1,0.28,0.0,0.23,0.0,0.08,2023-11-18 12:30:00
0.088,0.0,0.0,0.1,0.28,0.0,0.26,0.0,0.06,2023-11-18 12:45:00
0.0,0.0,0.0,0.1,0.35,0.0,0.35,0.0,0.03,2023-11-18 13:00:00
0.0,0.0,0.0,0.1,0.33,0.0,0.33,0.0,0.03,2023-11-18 13:15:00
0.0189,0.0,0.0,0.1,0.44,0.0,0.43,0.0,0.04,2023-11-18 13:30:00
0.0724,0.0,0.0,0.1,0.36,0.0,0.34,0.0,0.06,2023-11-18 13:45:00
0.0657,0.0,0.0,0.1,0.28,0.0,0.26,0.0,0.05,2023-11-18 14:00:00
0.0715,0.0,0.0,0.1,0.19,0.0,0.17,0.0,0.05,2023-11-18 14:15:00
0.3753,0.0,0.0,0.1,0.05,0.0,0.03,0.0,0.05,2023-11-18 14:30:00
0.2599,0.0,0.0,0.1,0.05,0.0,0.04,0.0,0.05,2023-11-18 14:45:00
0.0,0.0,0.0,0.1,0.05,0.0,0.06,0.0,0.02,2023-11-18 15:00:00
0.0,0.0,0.0,0.1,0.03,0.0,0.05,0.0,0.0,2023-11-18 15:15:00
0.0,0.0,0.0,0.1,0.03,0.0,0.03,0.0,0.0,2023-11-18 15:30:00
0.0,0.0,0.0,0.1,0.04,0.0,0.04,0.0,0.0,2023-11-18 15:45:00
0.0,0.0,0.0,0.1,0.03,0.0,0.03,0.0,0.0,2023-11-18 16:00:00
0.0,0.0,0.0,0.1,0.03,0.0,0.03,0.0,0.0,2023-11-18 16:15:00
0.0,0.0,0.0,0.1,0.03,0.0,0.03,0.0,0.0,2023-11-18 16:30:00
0.0009,0.0,0.0,0.1,0.04,0.0,0.04,0.0,0.0,2023-11-18 16:45:00
0.0,0.0,0.0,0.1,0.03,0.0,0.03,0.0,0.0,2023-11-18 17:00:00
0.0022,0.0,0.0,0.1,0.03,0.0,0.03,0.0,0.0,2023-11-18 17:15:00
0.0,0.0,0.0,0.1,0.04,0.0,0.04,0.0,0.0,2023-11-18 17:30:00
0.0,0.0,0.0,0.1,0.06,0.0,0.06,0.0,0.0,2023-11-18 17:45:00
0.0012,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-11-18 18:00:00
0.0,0.0,0.0,0.1,0.06,0.0,0.06,0.0,0.0,2023-11-18 18:15:00
0.0,0.0,0.0,0.1,0.14,0.0,0.14,0.0,0.0,2023-11-18 18:30:00
0.0,0.0,0.0,0.1,0.13,0.0,0.13,0.0,0.0,2023-11-18 18:45:00
0.0005,0.0,0.0,0.1,0.13,0.0,0.13,0.0,0.0,2023-11-18 19:00:00
0.0,0.0,0.0,0.1,0.13,0.0,0.13,0.0,0.0,2023-11-18 19:15:00
0.0002,0.0,0.0,0.1,0.19,0.0,0.19,0.0,0.0,2023-11-18 19:30:00
0.0,0.0,0.0,0.1,0.31,0.0,0.31,0.0,0.0,2023-11-18 19:45:00
0.0001,0.0,0.0,0.1,0.31,0.0,0.31,0.0,0.0,2023-11-18 20:00:00
0.0,0.0,0.0,0.1,0.27,0.0,0.27,0.0,0.0,2023-11-18 20:15:00
0.0002,0.0,0.0,0.1,0.28,0.0,0.28,0.0,0.0,2023-11-18 20:30:00
0.0,0.0,0.0,0.1,0.3,0.0,0.3,0.0,0.0,2023-11-18 20:45:00
0.0,0.0,0.0,0.1,0.21,0.0,0.21,0.0,0.0,2023-11-18 21:00:00
0.0002,0.0,0.0,0.1,0.2,0.0,0.2,0.0,0.0,2023-11-18 21:15:00
0.001,0.0,0.0,0.1,0.06,0.0,0.06,0.0,0.0,2023-11-18 21:30:00
0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-11-18 21:45:00
0.0,0.0,0.0,0.1,0.04,0.0,0.04,0.0,0.0,2023-11-18 22:00:00
0.0,0.0,0.0,0.1,0.06,0.0,0.06,0.0,0.0,2023-11-18 22:15:00
0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-11-18 22:30:00
0.0001,0.0,0.0,0.1,0.31,0.0,0.31,0.0,0.0,2023-11-18 22:45:00
0.0001,0.0,0.0,0.1,0.32,0.0,0.32,0.0,0.0,2023-11-18 23:00:00
0.0,0.0,0.0,0.1,0.06,0.0,0.06,0.0,0.0,2023-11-18 23:15:00
0.0007,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-11-18 23:30:00
0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-11-18 23:45:00
0.0006,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-11-19 00:00:00
0.0,0.0,0.0,0.1,0.03,0.0,0.03,0.0,0.0,2023-11-19 00:15:00
0.0,0.0,0.0,0.1,0.03,0.0,0.03,0.0,0.0,2023-11-19 00:30:00
0.0018,0.0,0.0,0.1,0.03,0.0,0.03,0.0,0.0,2023-11-19 00:45:00
0.0,0.0,0.0,0.1,0.03,0.0,0.03,0.0,0.0,2023-11-19 01:00:00
0.0,0.0,0.0,0.1,0.03,0.0,0.03,0.0,0.0,2023-11-19 01:15:00
0.0009,0.0,0.0,0.1,0.03,0.0,0.03,0.0,0.0,2023-11-19 01:30:00
0.0,0.0,0.0,0.1,0.03,0.0,0.03,0.0,0.0,2023-11-19 01:45:00
0.0,0.0,0.0,0.1,0.03,0.0,0.03,0.0,0.0,2023-11-19 02:00:00
0.0014,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-11-19 02:15:00
0.0,0.0,0.0,0.1,0.36,0.0,0.36,0.0,0.0,2023-11-19 02:30:00
0.0,0.0,0.0,0.1,0.2,0.0,0.2,0.0,0.0,2023-11-19 02:45:00
0.0018,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-11-19 03:00:00
0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-11-19 03:15:00
0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-11-19 03:30:00
0.0006,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-11-19 03:45:00
0.0013,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-11-19 04:00:00
0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-11-19 04:15:00
0.0012,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-11-19 04:30:00
0.0,0.0,0.0,0.1,0.04,0.0,0.04,0.0,0.0,2023-11-19 04:45:00
0.0007,0.0,0.0,0.1,0.04,0.0,0.04,0.0,0.0,2023-11-19 05:00:00
0.0005,0.0,0.0,0.1,0.13,0.0,0.13,0.0,0.0,2023-11-19 05:15:00
0.0,0.0,0.0,0.1,0.11,0.0,0.11,0.0,0.0,2023-11-19 05:30:00
0.0,0.0,0.0,0.1,0.23,0.0,0.23,0.0,0.0,2023-11-19 05:45:00
0.0,0.0,0.0,0.1,0.26,0.0,0.26,0.0,0.0,2023-11-19 06:00:00
0.0,0.0,0.0,0.1,0.3,0.0,0.3,0.0,0.0,2023-11-19 06:15:00
0.0002,0.0,0.0,0.1,0.32,0.0,0.32,0.0,0.0,2023-11-19 06:30:00
0.0,0.0,0.0,0.1,0.16,0.0,0.16,0.0,0.0,2023-11-19 06:45:00
0.0,0.0,0.0,0.1,0.04,0.0,0.04,0.0,0.0,2023-11-19 07:00:00
0.0,0.0,0.0,0.1,0.04,0.0,0.04,0.0,0.0,2023-11-19 07:15:00
0.0004,0.0,0.0,0.1,0.14,0.0,0.14,0.0,0.0,2023-11-19 07:30:00
0.0,0.01,0.0,0.1,0.24,0.0,0.25,0.0,0.02,2023-11-19 07:45:00
0.0,0.08,0.0,0.1,0.2,0.0,0.25,0.0,0.08,2023-11-19 08:00:00
0.0,0.11,0.0,0.1,0.14,0.0,0.19,0.0,0.11,2023-11-19 08:15:00
0.0,0.16,0.0,0.1,0.17,0.0,0.21,0.0,0.16,2023-11-19 08:30:00
0.0,0.12,0.0,0.1,0.16,0.0,0.2,0.0,0.12,2023-11-19 08:45:00
0.0,0.12,0.0,0.1,0.31,0.0,0.35,0.0,0.12,2023-11-19 09:00:00
0.2758,0.07,0.0,0.1,0.22,0.0,0.16,0.0,0.17,2023-11-19 09:15:00
0.3349,0.0,0.0,0.1,0.37,0.0,0.24,0.0,0.16,2023-11-19 09:30:00
0.4347,0.0,0.0,0.1,0.26,0.0,0.15,0.0,0.15,2023-11-19 09:45:00
0.5809,0.02,0.0,0.1,0.22,0.0,0.09,0.0,0.2,2023-11-19 10:00:00
0.4281,0.0,0.0,0.1,0.28,0.0,0.16,0.0,0.16,2023-11-19 10:15:00
0.4377,0.0,0.0,0.1,0.31,0.0,0.17,0.0,0.17,2023-11-19 10:30:00
0.5644,0.0,0.0,0.1,0.32,0.0,0.14,0.0,0.22,2023-11-19 10:45:00
0.5903,0.02,0.0,0.1,0.21,0.0,0.09,0.0,0.19,2023-11-19 11:00:00
0.9818,0.1,0.0,0.1,0.04,0.0,0.0,0.0,0.19,2023-11-19 11:15:00
0.9863,0.09,0.0,0.1,0.04,0.0,0.0,0.0,0.17,2023-11-19 11:30:00
0.795,0.04,0.0,0.1,0.08,0.0,0.02,0.0,0.15,2023-11-19 11:45:00
0.9438,0.03,0.0,0.1,0.12,0.0,0.01,0.0,0.19,2023-11-19 12:00:00
0.9556,0.03,0.0,0.1,0.14,0.0,0.01,0.0,0.2,2023-11-19 12:15:00
0.9063,0.03,0.0,0.1,0.13,0.0,0.01,0.0,0.19,2023-11-19 12:30:00
0.3674,0.0,0.0,0.1,0.13,0.0,0.08,0.0,0.08,2023-11-19 12:45:00
0.96,0.07,0.03,0.1,0.13,0.0,0.01,0.0396,0.2,2023-11-19 13:00:00
0.9959,0.0,0.15,0.1,0.14,0.0,0.0,0.0293,0.03,2023-11-19 13:15:00
0.9932,0.1,0.09,0.1,0.27,0.0,0.0,0.0293,0.33,2023-11-19 13:30:00
0.9915,0.05,0.06,0.1,0.26,0.0,0.0,0.0259,0.29,2023-11-19 13:45:00
0.9975,0.0,0.22,0.1,0.3,0.0,0.0,0.0053,0.12,2023-11-19 14:00:00
0.9946,0.01,0.12,0.1,0.16,0.0,0.0,-0.0085,0.09,2023-11-19 14:15:00
0.6875,0.01,0.01,0.1,0.03,0.0,0.01,0.0,0.04,2023-11-19 14:30:00
0.0,0.0,0.0,0.1,0.03,0.0,0.04,0.0,0.02,2023-11-19 14:45:00
0.0,0.0,0.0,0.1,0.04,0.0,0.06,0.0,0.01,2023-11-19 15:00:00
0.0009,0.0,0.0,0.1,0.03,0.0,0.03,0.0,0.0,2023-11-19 15:15:00
0.0,0.0,0.0,0.1,0.09,0.0,0.09,0.0,0.0,2023-11-19 15:30:00
0.0,0.0,0.0,0.1,0.12,0.0,0.12,0.0,0.0,2023-11-19 15:45:00
0.0003,0.0,0.0,0.1,0.12,0.0,0.12,0.0,0.0,2023-11-19 16:00:00
0.0003,0.0,0.0,0.1,0.11,0.0,0.11,0.0,0.0,2023-11-19 16:15:00
0.0,0.0,0.0,0.1,0.12,0.0,0.12,0.0,0.0,2023-11-19 16:30:00
0.0,0.0,0.0,0.1,0.28,0.0,0.28,0.0,0.0,2023-11-19 16:45:00
0.0002,0.0,0.0,0.1,0.15,0.0,0.15,0.0,0.0,2023-11-19 17:00:00
0.0,0.0,0.0,0.1,0.19,0.0,0.19,0.0,0.0,2023-11-19 17:15:00
0.0003,0.0,0.0,0.1,0.19,0.0,0.19,0.0,0.0,2023-11-19 17:30:00
0.0,0.0,0.0,0.1,0.2,0.0,0.2,0.0,0.0,2023-11-19 17:45:00
0.0003,0.0,0.0,0.1,0.3,0.0,0.3,0.0,0.0,2023-11-19 18:00:00
0.0,0.0,0.0,0.1,0.13,0.0,0.13,0.0,0.0,2023-11-19 18:15:00
0.0,0.0,0.0,0.1,0.21,0.0,0.21,0.0,0.0,2023-11-19 18:30:00
0.0,0.0,0.0,0.1,0.2,0.0,0.2,0.0,0.0,2023-11-19 18:45:00
0.0,0.0,0.0,0.1,0.18,0.0,0.18,0.0,0.0,2023-11-19 19:00:00
0.0004,0.0,0.0,0.1,0.09,0.0,0.09,0.0,0.0,2023-11-19 19:15:00
0.0,0.0,0.0,0.1,0.08,0.0,0.08,0.0,0.0,2023-11-19 19:30:00
0.0,0.0,0.0,0.1,0.09,0.0,0.09,0.0,0.0,2023-11-19 19:45:00
0.0,0.0,0.0,0.1,0.08,0.0,0.08,0.0,0.0,2023-11-19 20:00:00
0.0,0.0,0.0,0.1,0.07,0.0,0.07,0.0,0.0,2023-11-19 20:15:00
0.0008,0.0,0.0,0.1,0.08,0.0,0.08,0.0,0.0,2023-11-19 20:30:00
0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,2023-11-19 20:45:00
0.0001,0.0,0.0,0.1,0.38,0.0,0.38,0.0,0.0,2023-11-19 21:00:00
0.0,0.0,0.0,0.1,0.32,0.0,0.32,0.0,0.0,2023-11-19 21:15:00
0.0,0.0,0.0,0.1,0.27,0.0,0.27,0.0,0.0,2023-11-19 21:30:00
0.0,0.0,0.0,0.1,0.06,0.0,0.06,0.0,0.0,2023-11-19 21:45:00
0.0,0.0,0.0,0.1,0.06,0.0,0.06,0.0,0.0,2023-11-19 22:00:00
0.0011,0.0,0.0,0.1,0.06,0.0,0.06,0.0,0.0,2023-11-19 22:15:00
0.0012,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-11-19 22:30:00
0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-11-19 22:45:00
0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-11-19 23:00:00
0.0015,0.0,0.0,0.1,0.04,0.0,0.04,0.0,0.0,2023-11-19 23:15:00
0.0,0.0,0.0,0.1,0.03,0.0,0.03,0.0,0.0,2023-11-19 23:30:00
0.0029,0.0,0.0,0.1,0.03,0.0,0.03,0.0,0.0,2023-11-19 23:45:00
0.0,0.0,0.0,0.1,0.04,0.0,0.04,0.0,0.0,2023-11-20 00:00:00
0.002,0.0,0.0,0.1,0.03,0.0,0.03,0.0,0.0,2023-11-20 00:15:00
0.0,0.0,0.0,0.1,0.03,0.0,0.03,0.0,0.0,2023-11-20 00:30:00
0.0035,0.0,0.0,0.1,0.04,0.0,0.04,0.0,0.0,2023-11-20 00:45:00
0.0,0.0,0.0,0.1,0.09,0.0,0.09,0.0,0.0,2023-11-20 01:00:00
0.0002,0.0,0.0,0.1,0.3,0.0,0.3,0.0,0.0,2023-11-20 01:15:00
0.0,0.0,0.0,0.1,0.26,0.0,0.26,0.0,0.0,2023-11-20 01:30:00
0.0,0.0,0.0,0.1,0.16,0.0,0.16,0.0,0.0,2023-11-20 01:45:00
0.0017,0.0,0.0,0.1,0.06,0.0,0.06,0.0,0.0,2023-11-20 02:00:00
0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-11-20 02:15:00
0.0,0.0,0.0,0.1,0.06,0.0,0.06,0.0,0.0,2023-11-20 02:30:00
0.0009,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,2023-11-20 02:45:00
0.0,0.0,0.0,0.1,0.13,0.0,0.13,0.0,0.0,2023-11-20 03:00:00
0.0005,0.0,0.0,0.1,0.13,0.0,0.13,0.0,0.0,2023-11-20 03:15:00
0.0,0.0,0.0,0.1,0.14,0.0,0.14,0.0,0.0,2023-11-20 03:30:00
0.0,0.0,0.0,0.1,0.13,0.0,0.13,0.0,0.0,2023-11-20 03:45:00
0.0,0.0,0.0,0.1,0.11,0.0,0.11,0.0,0.0,2023-11-20 04:00:00
0.0006,0.0,0.0,0.1,0.11,0.0,0.11,0.0,0.0,2023-11-20 04:15:00
0.0,0.0,0.0,0.1,0.12,0.0,0.12,0.0,0.0,2023-11-20 04:30:00
0.0,0.0,0.0,0.1,0.12,0.0,0.12,0.0,0.0,2023-11-20 04:45:00
0.0,0.0,0.0,0.1,0.2,0.0,0.2,0.0,0.0,2023-11-20 05:00:00
0.0001,0.0,0.0,0.1,0.3,0.0,0.3,0.0,0.0,2023-11-20 05:15:00
0.0,0.0,0.0,0.1,0.38,0.0,0.38,0.0,0.0,2023-11-20 05:30:00
0.0001,0.0,0.0,0.1,0.27,0.0,0.27,0.0,0.0,2023-11-20 05:45:00
0.0,0.0,0.0,0.1,0.34,0.0,0.34,0.0,0.0,2023-11-20 06:00:00
0.0,0.0,0.0,0.1,0.35,0.0,0.35,0.0,0.0,2023-11-20 06:15:00
0.0,0.0,0.0,0.1,0.33,0.0,0.33,0.0,0.0,2023-11-20 06:30:00
0.0,0.0,0.0,0.1,0.39,0.0,0.39,0.0,0.0,2023-11-20 06:45:00
0.0001,0.0,0.0,0.1,0.4,0.0,0.4,0.0,0.0,2023-11-20 07:00:00
0.0006,0.0,0.0,0.1,0.11,0.0,0.11,0.0,0.0,2023-11-20 07:15:00
0.0,0.0,0.0,0.1,0.14,0.0,0.14,0.0,0.0,2023-11-20 07:30:00
0.0,0.0,0.0,0.1,0.63,0.0,0.63,0.0,0.0,2023-11-20 07:45:00
0.0002,0.0,0.0,0.1,0.32,0.0,0.32,0.0,0.0,2023-11-20 08:00:00
0.0015,0.0,0.0,0.1,0.41,0.0,0.41,0.0,0.01,2023-11-20 08:15:00
0.0,0.09,0.0,0.1,0.16,0.0,0.21,0.0,0.1,2023-11-20 08:30:00
0.0,0.1,0.0,0.1,0.29,0.0,0.35,0.0,0.1,2023-11-20 08:45:00
0.0,0.07,0.0,0.1,0.4,0.0,0.44,0.0,0.07,2023-11-20 09:00:00
0.0,0.09,0.0,0.1,0.76,0.0,0.81,0.0,0.09,2023-11-20 09:15:00
0.0,0.12,0.0,0.1,0.81,0.0,0.86,0.0,0.12,2023-11-20 09:30:00
0.0,0.15,0.0,0.1,0.61,0.0,0.63,0.0,0.19,2023-11-20 09:45:00
0.7975,0.0,0.0,0.1,0.08,0.0,0.02,0.0,0.11,2023-11-20 10:00:00
0.76,0.04,0.0,0.1,0.1,0.0,0.02,0.0,0.16,2023-11-20 10:15:00
0.4775,0.0,0.0,0.1,0.17,0.0,0.09,0.0,0.11,2023-11-20 10:30:00
0.9312,0.04,0.0,0.1,0.16,0.0,0.01,0.0,0.23,2023-11-20 10:45:00
0.9419,0.1,0.0,0.1,0.16,0.0,0.01,0.0,0.3,2023-11-20 11:00:00
0.9418,0.32,0.0,0.09,0.13,0.01,0.01,0.0533,0.5,2023-11-20 11:15:00
0.9419,0.28,0.0,0.09,0.1,0.01,0.01,0.0773,0.43,2023-11-20 11:30:00
0.9732,0.01,0.02,0.1,0.1,0.0,0.0,0.0739,0.11,2023-11-20 11:45:00
0.9828,0.0,0.09,0.1,0.15,0.0,0.0,0.067,0.09,2023-11-20 12:00:00
0.9954,0.0,0.06,0.1,0.23,0.0,0.0,0.0636,0.22,2023-11-20 12:15:00
0.9971,0.01,0.07,0.1,0.3,0.0,0.0,0.0601,0.28,2023-11-20 12:30:00
0.9928,0.01,0.48,0.1,0.67,0.0,0.0,0.0122,0.25,2023-11-20 12:45:00
0.8072,0.0,0.24,0.1,0.54,0.01,0.1,0.0,0.24,2023-11-20 13:00:00
0.5561,0.03,0.0,0.1,0.43,0.0,0.19,0.0,0.31,2023-11-20 13:15:00
0.8436,0.13,0.0,0.1,0.24,0.0,0.04,0.0,0.37,2023-11-20 13:30:00
0.6773,0.02,0.0,0.1,0.28,0.0,0.09,0.0,0.25,2023-11-20 13:45:00
0.1426,0.0,0.0,0.1,0.69,0.0,0.59,0.0,0.13,2023-11-20 14:00:00
0.3488,0.0,0.0,0.1,0.18,0.0,0.12,0.0,0.1,2023-11-20 14:15:00
0.2958,0.0,0.0,0.1,0.1,0.0,0.07,0.0,0.06,2023-11-20 14:30:00
0.3998,0.0,0.0,0.1,0.08,0.0,0.05,0.0,0.07,2023-11-20 14:45:00
0.1534,0.0,0.0,0.1,0.07,0.0,0.06,0.0,0.04,2023-11-20 15:00:00
0.0,0.0,0.0,0.1,0.05,0.0,0.06,0.0,0.02,2023-11-20 15:15:00
0.0,0.0,0.0,0.1,0.04,0.0,0.05,0.0,0.0,2023-11-20 15:30:00
0.0006,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,2023-11-20 15:45:00
0.0,0.0,0.0,0.1,0.57,0.0,0.57,0.0,0.0,2023-11-20 16:00:00
0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-11-20 16:15:00
0.0012,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-11-20 16:30:00
0.0,0.0,0.0,0.1,0.06,0.0,0.06,0.0,0.0,2023-11-20 16:45:00
0.0011,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-11-20 17:00:00
0.0,0.0,0.0,0.1,0.11,0.0,0.11,0.0,0.0,2023-11-20 17:15:00
0.0,0.0,0.0,0.1,0.32,0.0,0.32,0.0,0.0,2023-11-20 17:30:00
0.0,0.0,0.0,0.1,0.34,0.0,0.34,0.0,0.0,2023-11-20 17:45:00
0.0,0.0,0.0,0.1,0.16,0.0,0.16,0.0,0.0,2023-11-20 18:00:00
0.0,0.0,0.0,0.1,0.16,0.0,0.16,0.0,0.0,2023-11-20 18:15:00
0.0005,0.0,0.0,0.1,0.17,0.0,0.17,0.0,0.0,2023-11-20 18:30:00
0.0,0.0,0.0,0.1,0.17,0.0,0.17,0.0,0.0,2023-11-20 18:45:00
0.0,0.0,0.0,0.1,0.25,0.0,0.25,0.0,0.0,2023-11-20 19:00:00
0.0003,0.0,0.0,0.1,0.21,0.0,0.21,0.0,0.0,2023-11-20 19:15:00
0.0001,0.0,0.0,0.1,0.33,0.0,0.33,0.0,0.0,2023-11-20 19:30:00
0.0,0.0,0.0,0.1,0.31,0.0,0.31,0.0,0.0,2023-11-20 19:45:00
0.0001,0.0,0.0,0.1,0.22,0.0,0.22,0.0,0.0,2023-11-20 20:00:00
0.0,0.0,0.0,0.1,0.08,0.0,0.08,0.0,0.0,2023-11-20 20:15:00
0.0002,0.0,0.0,0.1,0.15,0.0,0.15,0.0,0.0,2023-11-20 20:30:00
0.0,0.0,0.0,0.1,0.09,0.0,0.09,0.0,0.0,2023-11-20 20:45:00
0.0,0.0,0.0,0.1,0.08,0.0,0.08,0.0,0.0,2023-11-20 21:00:00
0.0004,0.0,0.0,0.1,0.08,0.0,0.08,0.0,0.0,2023-11-20 21:15:00
0.0,0.0,0.0,0.1,0.06,0.0,0.06,0.0,0.0,2023-11-20 21:30:00
0.0,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-11-20 21:45:00
0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,2023-11-20 22:00:00
0.0004,0.0,0.0,0.1,0.16,0.0,0.16,0.0,0.0,2023-11-20 22:15:00
0.0,0.0,0.0,0.1,0.2,0.0,0.2,0.0,0.0,2023-11-20 22:30:00
0.0,0.0,0.0,0.1,0.28,0.0,0.28,0.0,0.0,2023-11-20 22:45:00
0.0004,0.0,0.0,0.1,0.27,0.0,0.27,0.0,0.0,2023-11-20 23:00:00
0.0,0.0,0.0,0.1,0.03,0.0,0.03,0.0,0.0,2023-11-20 23:15:00
0.0,0.0,0.0,0.1,0.03,0.0,0.03,0.0,0.0,2023-11-20 23:30:00
0.0009,0.0,0.0,0.1,0.04,0.0,0.04,0.0,0.0,2023-11-20 23:45:00
0.0,0.0,0.0,0.1,0.03,0.0,0.03,0.0,0.0,2023-11-21 00:00:00
0.0003,0.0,0.0,0.1,0.09,0.0,0.09,0.0,0.0,2023-11-21 00:15:00
0.0003,0.0,0.0,0.1,0.11,0.0,0.11,0.0,0.0,2023-11-21 00:30:00
0.0,0.0,0.0,0.1,0.11,0.0,0.11,0.0,0.0,2023-11-21 00:45:00
0.0006,0.0,0.0,0.1,0.11,0.0,0.11,0.0,0.0,2023-11-21 01:00:00
0.0,0.0,0.0,0.1,0.13,0.0,0.13,0.0,0.0,2023-11-21 01:15:00
0.0,0.0,0.0,0.1,0.14,0.0,0.14,0.0,0.0,2023-11-21 01:30:00
0.0,0.0,0.0,0.1,0.13,0.0,0.13,0.0,0.0,2023-11-21 01:45:00
0.0007,0.0,0.0,0.1,0.13,0.0,0.13,0.0,0.0,2023-11-21 02:00:00
0.0,0.0,0.0,0.1,0.21,0.0,0.21,0.0,0.0,2023-11-21 02:15:00
0.0,0.0,0.0,0.1,0.33,0.0,0.33,0.0,0.0,2023-11-21 02:30:00
0.0002,0.0,0.0,0.1,0.32,0.0,0.32,0.0,0.0,2023-11-21 02:45:00
0.0012,0.0,0.0,0.1,0.05,0.0,0.05,0.0,0.0,2023-11-21 03:00:00
0.0,0.0,0.0,0.1,0.04,0.0,0.04,0.0,0.0,2023-11-21 03:15:00
